id,label,price,image,url,discount,isNew,shop
000000000257261,"
【リラックマ】USB／USBtype-C ACアダプタ リ...
	同時に2本のケーブルを挿せるよ！",2430,https://vvstore.jp/images/item/be/000000000257261/item_811995_l.jpg,https://vvstore.jp/i/vv_000000000257261/,11%,True,VillageVanguard
000000000257263,【リラックマ】USB／USBtype-C ACアダプタ キ...,2430,https://vvstore.jp/images/item/7e/000000000257263/item_811997_m.jpg,https://vvstore.jp/i/vv_000000000257263/,11%,True,VillageVanguard
000000000256965,【ドラえもん】I’m Doraemon iPhone12/...,2820,https://vvstore.jp/images/item/cf/000000000256965/item_811991_m.jpg,https://vvstore.jp/i/vv_000000000256965/,11%,True,VillageVanguard
000000000256517,【東京リベンジャーズ】POCOPOCO 松野千冬,1850,https://vvstore.jp/images/item/73/000000000256517/item_807131_m.jpg,https://vvstore.jp/i/vv_000000000256517/,11%,True,VillageVanguard
000000000256523,【東京リベンジャーズ】iPhone12/12Pro対応ハイ...,3220,https://vvstore.jp/images/item/04/000000000256523/item_807137_m.jpg,https://vvstore.jp/i/vv_000000000256523/,11%,True,VillageVanguard
000000000256520,【東京リベンジャーズ】POCOPOCO 三ツ谷隆,1850,https://vvstore.jp/images/item/b7/000000000256520/item_807134_m.jpg,https://vvstore.jp/i/vv_000000000256520/,11%,True,VillageVanguard
000000000252378,【PEANUTS】マルチリング オラフ,1750,https://vvstore.jp/images/item/28/000000000252378/item_805034_m.jpg,https://vvstore.jp/i/vv_000000000252378/,11%,True,VillageVanguard
000000000252363,【ミッフィー】マルチリング びっくり,1750,https://vvstore.jp/images/item/70/000000000252363/item_805018_m.jpg,https://vvstore.jp/i/vv_000000000252363/,11%,True,VillageVanguard
000000000252357,【ドラえもん】マルチリング アンキパン,1750,https://vvstore.jp/images/item/13/000000000252357/item_805012_m.jpg,https://vvstore.jp/i/vv_000000000252357/,11%,True,VillageVanguard
000000000252358,【ムーミン】マルチリング ムーミン,1750,https://vvstore.jp/images/item/94/000000000252358/item_805013_m.jpg,https://vvstore.jp/i/vv_000000000252358/,11%,True,VillageVanguard
000000000251030,"
【クレヨンしんちゃん】USBポート付ACタップ チョコビ
	コンセント不足もこれさえあれば一気に解決！",4780,https://vvstore.jp/images/item/32/000000000251030/item_786464_l.jpg,https://vvstore.jp/i/vv_000000000251030/,11%,True,VillageVanguard
000000000251036,【ポケモン】POCOPOCO ワンパチ,1650,https://vvstore.jp/images/item/e0/000000000251036/item_786335_m.jpg,https://vvstore.jp/i/vv_000000000251036/,11%,True,VillageVanguard
000000000251035,【ポケモン】POCOPOCO ポッチャマ,1650,https://vvstore.jp/images/item/11/000000000251035/item_786334_m.jpg,https://vvstore.jp/i/vv_000000000251035/,11%,True,VillageVanguard
000000000250957,【PUIPUIモルカー】キャラリング アビー,1770,https://vvstore.jp/images/item/b2/000000000250957/item_785204_m.jpg,https://vvstore.jp/i/vv_000000000250957/,11%,True,VillageVanguard
000000000250959,"
【PUIPUIモルカー】キャラリング テディ
	どのモルカーが好き？",1770,https://vvstore.jp/images/item/2b/000000000250959/item_785206_l.jpg,https://vvstore.jp/i/vv_000000000250959/,11%,True,VillageVanguard
000000000250582,【サンリオ】I JOY RING クリア サンリオ ポムポ...,1410,https://vvstore.jp/images/item/8f/000000000250582/item_786418_m.jpg,https://vvstore.jp/i/vv_000000000250582/,11%,True,VillageVanguard
000000000250581,【サンリオ】I JOY RING クリア サンリオ シナモロール,1410,https://vvstore.jp/images/item/40/000000000250581/item_786413_m.jpg,https://vvstore.jp/i/vv_000000000250581/,11%,True,VillageVanguard
000000000250584,【サンリオ】I JOY RING クリア サンリオ クロミ,1410,https://vvstore.jp/images/item/00/000000000250584/item_786423_m.jpg,https://vvstore.jp/i/vv_000000000250584/,11%,True,VillageVanguard
000000000250586,【サンリオ】I JOY RING クリア サンリオ あひる...,1410,https://vvstore.jp/images/item/ff/000000000250586/item_786429_m.jpg,https://vvstore.jp/i/vv_000000000250586/,11%,True,VillageVanguard
000000000247920,【NASA】POCOPOCO ブラック,1650,https://vvstore.jp/images/item/d4/000000000247920/item_787896_m.jpg,https://vvstore.jp/i/vv_000000000247920/,11%,True,VillageVanguard
